times,sentiment_scores
2009-06-12,[-0.39028657651125054]
2009-06-15,"[0, -0.9683517217636108, -0.5354053118228912, 0]"
2009-06-16,[-0.9763704877653163]
2009-06-18,[-0.9889427768724633]
2009-06-19,"[-0.1885709656914129, -0.9754936099052429, -0.9470952153205872]"
2009-06-24,"[-0.9266222586843479, 0]"
2009-06-26,[0.9925942889027757]
2009-06-29,"[0.9769667983055115, -0.07141074666566255]"
2009-06-30,"[0, -0.19361078944699517]"
2009-07-08,[-0.9957327537027914]
2009-07-09,[-0.9149819919254989]
2009-07-13,"[-0.2554933997982869, -0.9902218320746949]"
2009-07-15,[0]
2009-07-16,"[0, -0.34534112902493297]"
2009-07-21,[-0.9869273810851865]
2009-07-27,"[-0.9962247017369394, -0.8591090613160252, -0.9382830755811342]"
2009-07-28,[-0.9993023872375488]
2009-07-29,[-0.9208063964541076]
2009-07-30,[-0.9930586002427018]
2009-07-31,"[0.9705933158083068, -0.9838782828887496]"
2009-08-03,[-0.622043293256026]
2009-08-04,"[-0.07201808783078285, 0.7237216389024412]"
2009-08-06,[-0.9916492903259243]
2009-08-11,"[0.33986237575841505, -0.9966981410980225, -0.9704988712473854]"
2009-08-17,[-0.9984389684417031]
2009-08-18,"[-0.9923092153152661, 0]"
2009-08-21,[-0.9991695582411672]
2009-08-24,"[-0.9967974200772358, -0.9974422454833984]"
2009-08-26,[0]
2009-08-27,[-0.5716509847004061]
2009-08-31,"[0, -0.9941586097081502]"
2009-09-01,[0]
2009-09-03,[-0.965051597417003]
2009-09-04,"[-0.9919951845521796, 0.002763549706942487]"
2009-09-08,[0.9624085303726075]
2009-09-09,"[0, -0.9905246031070335, -0.9984212890013087, -0.9871315093917202]"
2009-09-11,"[-0.8502926913503116, 0.9970433428916017, -0.995045788793741]"
2009-09-15,"[0.9348696522959848, 0, -0.9215503190014813, -0.9942471462776475]"
2009-09-16,[-0.9954655654984622]
2009-09-17,"[0, -0.9663773421513833, -0.9948683977127075, -0.9939083597060212, -0.1389278458283011]"
2009-09-22,[-0.11598999148661229]
2009-09-23,"[-0.993818425992776, 0, 0.9922944036397067]"
2009-09-24,[0.6269964127043207]
2009-09-28,[-0.9982288479804993]
2009-09-30,"[0, -0.9652188126470002]"
2009-10-01,"[0.10941777507743924, -0.9960507154464722]"
2009-10-02,[-0.9969963079690933]
2009-10-05,"[0.05405072352961096, 0.9683141352116377, -0.9966464716403639]"
2009-10-07,"[-0.9911540015714728, -0.9579975769721576, -0.131898436466992]"
2009-10-08,[0.07309596984826712]
2009-10-11,[-0.7022081257681868]
2009-10-12,[-0.8142515394225049]
2009-10-13,[-0.9973394848825612]
2009-10-14,[-0.9482005834579468]
2009-10-15,"[-0.997889902828433, -0.8619464092304052, -0.9645970560952448, 0.09576416898289457]"
2009-10-19,"[-0.9956002295830562, -0.7546075582504272]"
2009-10-20,[0.9107509462094349]
2009-10-28,[-0.9971456562273601]
2009-10-29,"[0, -0.22683015796873304]"
2009-10-30,"[0.9924434388385099, 0.10820861916823928]"
2009-11-02,"[0.9985763912883477, 0]"
2009-11-03,"[0.1614824340983135, -0.8480628999268136, -0.7827741026254225, 0.4545167280911861, -0.9908396601676941]"
2009-11-05,"[-0.9959332529085188, -0.9974485337734222, 0.9932404476179468, 0.9315923043311789]"
2009-11-06,[-0.997469425201416]
2009-11-09,[0]
2009-11-10,[-0.9892033849443708]
2009-11-12,"[0, -0.45586419299273373]"
2009-11-13,[-0.27131945413091907]
2009-11-15,"[0, -0.9868751910731042]"
2009-11-16,"[-0.997639688893492, -0.9516567587852478]"
2009-11-17,"[-0.8872219050830266, 0.9612358212471008]"
2009-11-18,"[0, -0.9763720833796244]"
2009-11-19,"[0.9605062377721433, -0.882042977082945]"
2009-11-20,"[-0.9983482331605958, -0.9995980858802795]"
2009-11-24,[-0.9982649683952332]
2009-11-25,"[0.9318948748282024, 0]"
2009-11-29,"[-0.9957390499925151, -0.9933409135266127]"
2009-12-01,"[-0.9938527673114965, -0.32348048859555895, -0.9645721832752703]"
2009-12-03,"[-0.9940061107093905, -0.6193716214225079, 0, 0.9812595184032734]"
2009-12-06,"[0, -0.9944758037569289, -0.990782937205089]"
2009-12-07,"[-0.995664168191522, -0.9829799712711875, -0.9863047707877255]"
2009-12-08,[-0.28494687135537966]
2009-12-09,"[-0.9984319284018958, -0.9866959623582232, -0.9983177206998953]"
2009-12-10,"[0, -0.9516969974394198, 0.9813998591186653, 0.9055113133065448]"
2009-12-11,"[0.8166228243600655, 0]"
2009-12-13,"[-0.9975560507045924, -0.9789836965865343]"
2009-12-14,"[-0.9815917180339547, -0.4941291126512712, -0.9876892566680908]"
2009-12-15,[0]
2009-12-16,[-0.9969370771843687]
2009-12-17,"[-0.987758080059746, 0, 0.9816326446331011, 0, -0.9858996698470004, -0.9987449732344875]"
2009-12-20,"[-0.9892146601441593, 0, -0.9886816972723373]"
2009-12-21,"[-0.2307362845965794, -0.47551875287448436, -0.9976190880001315, 0, 0.9910435676574707]"
2009-12-22,[-0.9984548114748956]
2009-12-23,"[0, -0.7594641166335486]"
2009-12-27,"[0, -0.9795308971582953]"
2009-12-28,"[0, 0]"
2009-12-29,"[-0.9926163468279792, -0.958524396775623]"
2009-12-30,"[-0.9956505413720751, -0.9138550079883413]"
2009-12-31,[0.9852143452121729]
2010-01-03,"[-0.420728440958125, -0.995604712054843, -0.9975881736226543]"
2010-01-04,"[0.2100557965841218, -0.9953958718329458, -0.9955048169763988]"
2010-01-05,"[0.9876512289047241, -0.9737084497120128]"
2010-01-06,[0]
2010-01-07,"[0.9954535961151123, -0.9188684389026943, -0.9909939795005612, 0.3271347845529581, -0.9974372185469957]"
2010-01-08,[-0.9923685193061829]
2010-01-10,"[0, 0, -0.9900363294336887]"
2010-01-11,"[0.868193994035254, 0.10970358612836366, -0.12305725931569382, -0.9769908779703225, 0, -0.8851484143181353, -0.9975066458698975, -0.9784695235473209]"
2010-01-12,"[0, -0.9974980598055451]"
2010-01-13,"[0.9471293004711022, -0.9956457227824693, -0.9588149216538469]"
2010-01-14,"[-0.327314584908906, 0.07021770463975448, -0.4441192305995209, 0]"
2010-01-15,[0.8264255523681641]
2010-01-17,[0]
2010-01-18,"[0, 0.9751875834095212, -0.9765755229060381, 0, -0.9960151446226062]"
2010-01-19,"[0.1514455449413246, 0, -0.9951190230877776, 0, 0.11801635929279858, -0.9954825117955778, -0.9947109878244371, 0]"
2010-01-20,"[-0.8194787693782757, 0.9940099753055376, -0.9819994594521828, -0.9969988667008158]"
2010-01-21,"[0, 0, 0, 0]"
2010-01-22,"[-0.9987662305563559, 0.987449049949646]"
2010-01-24,"[0, -0.9669335401941765, 0, -0.9944596040770336]"
2010-01-25,"[-0.9968604750142901, -0.9928972285249908, -0.9643809001634617, 0, -0.9295341860274879]"
2010-01-26,"[-0.9967496078262292, 0, -0.9895720411671532, 0.8431341834523066]"
2010-01-27,"[-0.9907737374305725, -0.9825628120513639, -0.18123627318800872, 0, -0.20749196641771828, -0.9956512120690676, -0.957610213633665]"
2010-01-28,"[-0.43966394411954546, 0, -0.8588760182532397, -0.9909347960311283, -0.3201485961911546, -0.6397439701060681, 0]"
2010-01-29,"[-0.9962186160988695, 0.8984703137644507]"
2010-01-31,"[-0.9025897714826796, -0.9950068392972836, -0.9330004668011912]"
2010-02-01,"[-0.9922066542635489, -0.22979212566037074, -0.9616544218473537, 0.16008096275960698]"
2010-02-02,"[-0.9957458763002599, 0, 0]"
2010-02-03,"[0.929402768611908, 0.9939047720289308, -0.9958079990886507, 0, 0.9979100490208739, 0]"
2010-02-04,"[-0.9373836929547753, 0.9952362179756165, 0, 0.028273649102541522, -0.9205296635627747, 0, -0.9835188913400847, -0.9834750660369616]"
2010-02-05,[0.9973352551460266]
2010-02-07,"[-0.9972212752776782, -0.22161226721938898, -0.33091058158353853, -0.9925082325935364, -0.9923985449987761]"
2010-02-08,"[0, 0, -0.763932212570868, 0.771076774597168, -0.9976972687444526, 0, -0.9983020127796736, -0.28758157563666004]"
2010-02-10,"[0, 0, -0.9970600456797936, 0, 0.9974964340122379, -0.7869377136230469, -0.9861568717622707, 0]"
2010-02-11,"[-0.9973429128424671, -0.7176901901779494, -0.8793538808822632, 0, 0, -0.6361966078931635]"
2010-02-12,[0]
2010-02-14,"[-0.5572646042257232, -0.31957056999868205]"
2010-02-15,"[-0.8792830196689797, -0.9307969212532043, -0.3161960106425815, -0.9694716178734917, -0.9910212538785179, 0, -0.9951468473797331]"
2010-02-16,"[0, -0.9940504166696753, -0.9902412464859289, 0, -0.9884251883291816, -0.9722010736806052, 0.8438965678215027, -0.9527046879132589]"
2010-02-17,"[0, 0, -0.9084549993576418, 0.8524171113967896, -0.9889378586645338]"
2010-02-18,"[0, -0.9518695939546344, 0, -0.9959979623690989, -0.9831338407543562, 0.9908249817021265, 0, -0.9962667154362104]"
2010-02-19,"[-0.9865909814834595, 0.3993656208890665, -0.21322823026493784]"
2010-02-21,"[0, -0.9962421766458414, -0.4523106254030955, -0.1877565269470215, -0.7870863307944376]"
2010-02-22,"[-0.9865222039909644, -0.9439932688092414, -0.6751916416731897, 0.5494941643856722, -0.9963974890735864, 0, -0.9984274290991292, 0]"
2010-02-23,"[0.7450046324409177, -0.969611781827243, 0, -0.9969154164210763, -0.9887165272489508, 0.9850557217640536, -0.4242221094452193, 0.63953463315333]"
2010-02-24,"[0, 0, 0, -0.9976980424957511]"
2010-02-25,"[0, 0.9749138355255127, -0.7090483262150563, 0, -0.9898030448629226, 0, -0.8695819850082923, -0.9913191279399666, -0.9970624008577563]"
2010-02-26,"[-0.9846550226211548, -0.32415682142967484, 0.9718094896353208, -0.9522298472259899]"
2010-02-28,"[0, 0, -0.9965971837750688, 0.06430230867937675, -0.612739780658872, -0.9979955745619282, -0.9980849213648162]"
2010-03-01,"[-0.16942193392844357, 0, 0, 0, 0.537700264205156, -0.7845094625481116, -0.04500007752583781, 0]"
2010-03-02,"[0, -0.18197097043299304, 0.09875794782995541, -0.998892605304718]"
2010-03-03,"[-0.9881651890448725, 0, -0.942871344089508, -0.9961308728911475, -0.970652215330806, -0.9926581816084084, 0, -0.9984697149971784]"
2010-03-04,"[-0.9970689408828864, -0.2638179445243141, -0.3656614514537034, -0.3102737059426862, 0.20945808555831383, -0.9926354764451433, 0.9639164209365845, -0.635301695428453, 0, -0.9961897730827332]"
2010-03-06,[-0.9942566416337102]
2010-03-07,"[0, -0.9930780529452125, -0.9956100826720335, -0.33481618291074894, 0]"
2010-03-08,[0.41382087656889305]
2010-03-09,[-0.9718980911103162]
2010-03-10,[-0.9869618809002999]
2010-03-11,"[0, -0.9974000716209411]"
2010-03-12,[-0.9986727157490989]
2010-03-14,[-0.9943789557671883]
2010-03-15,[-0.9089742821866068]
2010-03-16,[0]
2010-03-17,[-0.4639428599692036]
2010-03-18,[0]
2010-03-19,[0.20992896125158844]
2010-03-21,[-0.9760369554147927]
2010-03-22,"[-0.8559478397018339, -0.9746410859667737]"
2010-03-24,[-0.6346514122716842]
2010-03-25,[-0.5952745357681724]
2010-03-26,[0]
2010-03-27,[0]
2010-03-28,[-0.8981766720557807]
2010-03-29,[-0.9760783184443088]
2010-03-30,[-0.9878327073262779]
2010-03-31,"[0.4155906763880752, -0.995293915271759]"
2010-04-01,"[-0.07278815537878552, -0.9966121315956116]"
2010-04-03,[-0.3173122605696547]
2010-04-04,"[-0.9741674065589905, -0.9864654068365115, -0.7762418791857102, -0.6012972128557992]"
2010-04-05,[-0.9979706768942351]
2010-04-06,"[-0.9977336032397546, -0.9896798132631188, -0.9884010569045418]"
2010-04-08,"[-0.998985267131128, -0.9970537931766621]"
2010-04-10,"[-0.9934458136558533, -0.9539592266082764]"
2010-04-12,"[-0.706515021659621, -0.9958447746608569, -0.3791304203496077]"
2010-04-13,"[-0.9929860234260559, -0.9941871535497081]"
2010-04-14,"[-0.9989533203496169, -0.9958568215370178]"
2010-04-16,"[-0.9989179372787476, 0, -0.9905786389889925, -0.9520571598264037, -0.8673385540840074]"
2010-04-18,"[0, 0, 0, 0, 0.9957885146141052, 0, 0, 0, 0, 0, 0, 0]"
2010-04-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.9715053885260974, 0, 0, -0.5910810367000746, 0, 0, -0.9968770491449457, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.9989834427833557, 0, 0, 0, 0, -0.7950508990193491, -0.9540862470091164, 0, 0, 0, 0, -0.9971599814238822, 0, -0.9982102276142979, -0.9982035160064697, 0, 0, 0, 0, 0, 0, 0, -0.976672729595, 0, -0.9988204836845398, 0, -0.6240006685256958, 0, 0, 0, 0, 0, 0, 0, 0]"
2010-04-20,"[-0.9967122824848733, 0, 0, 0.322948227829068, 0, 0, 0, 0, 0, -0.9985741376876831, 0, 0, -0.9948870617945244, 0, 0, 0, 0, 0, -0.9982109893285311, -0.9829365143982264, -0.5385916959845795, -0.055148665554656785, 0.39434800239709705, 0, 0, 0, 0, 0, -0.9982830282732926, -0.972839438771627, 0, -0.9802921414375305, -0.9984745383262634, 0, -0.7663801653044564, 0, -0.9986135959625244, 0, 0.9208488464355469, 0, 0, 0, 0, 0, 0, 0, 0.7962567806243896, -0.8975118875269337, 0, 0, 0, 0, -0.998397342653464, 0.7097960337996483, -0.9412049114473553, 0, 0, 0, 0.8430182518312385, 0, 0, 0, 0, 0, 0, 0, 0, -0.9855695139278066, -0.8450404162048012, -0.8706418542527767, -0.9979123473167419, -0.5848731718448378, 0, 0, 0, 0, -0.9691269993782043, 0, 0, 0, 0, 0, 0, 0, 0, -0.9889325907597175, 0, 0, 0, 0, 0, 0, 0, -0.9968887558370306, 0, 0, -0.9990733861923218, 0, 0, 0, 0]"
2010-04-21,"[-0.9778199477823909, -0.9775916934013367, -0.9929677248001099, -0.9976744577133083, -0.9954063492359909, 0.9966369264618644, -0.9938172698020935, -0.9989464744925499, -0.8628513194234885, -0.9986841082572937, -0.9858879446983337, -0.9962608218193054, -0.531144768816151, -0.9107662047658648, -0.9968848824501038, -0.9987026251651145, -0.9976256094886328, -0.9939641323608059, 0.5645623803138733, -0.9908571839332581, -0.8832266436682807, -0.9986972212791443, -0.9644779562950134, -0.9953335821963052, -0.7876191735267639, -0.7664137398901064, -0.8828498834946806, -0.338070114161454, -0.9959210810207185, -0.9970802753929078, -0.9943933993663843, -0.9488548670547554, -0.9949433959701499, -0.9918913841247559, 0.8511218438657482, -0.9427249981168253, -0.995672881603241, -0.9981377124786377, -0.9431878328323364, 0.6368225191691915, -0.7756859660148621, -0.880383410416616, -0.9868732838717889, -0.996525424125931, -0.9918059759984051, -0.9803042782014374, -0.6205284047988172, -0.9879958203178131, -0.9992270136120344, 0, 0.9845107473448972, -0.9726732441847273, 0, -0.8544625441491681, -0.9922772645950317, -0.9963766932487488, 0, -0.9932603240013123, 0, -0.9314284920692444, -0.39613754081726077, -0.9985002439196516, -0.7890295406926949, -0.9953658682138181, -0.998698353767395, -0.25928555788794905, 0.7380837202072144, -0.9977775768459779, -0.9500706791877747, -0.9989210367202759, -0.9908828139305115, -0.980258584022522, -0.35912068297503996, -0.8863716652712871, -0.41309912539710686, -0.9689764976501465, -0.9900367259979248, -0.832903265953064, 0, -0.16244542752874308, -0.9980844259262085]"
2010-04-22,"[-0.103550134795735, 0.9931447505950928, -0.9986680032307567, -0.705979759300942, -0.6974531412124634, -0.4951806869079818, -0.9959194078078132, 0, -0.3149702877543419, 0, -0.997927188873291, -0.5797278725492429, -0.9916319726532652, 0, -0.9940182397092892, -0.9936536790072164, 0, -0.9962650116752175, 0, -0.9954754099788437, -0.7408148818869696, -0.9396101603958483, -0.9862110736017877, -0.998640264932645, -0.9967700242996216, -0.7462841741350479, 0, -0.9986807703971863, -0.502154691861226, -0.8833554729502252, -0.900463879108429, -0.998051078381276, 0, 0, -0.9946065545082092, -0.9689150308213542, 0, -0.9976314306259155, -0.995318245958997, -0.9858426309231693, 0, -0.9933293576423938, -0.2519962845991055, -0.16564413895973792, -0.3633681095584675, -0.36924468196518057, -0.9966014585507532, 0]"
2010-04-23,"[-0.9597055678158238, 0.9277678728103638, 0.9011909806480011, -0.9991390705108643, -0.9885162115097046, -0.7606604099273682, -0.9949789643287659, 0.6009971499443054, -0.9988485146088404, -0.9969702959060669, -0.9979804227865599, -0.9952168287211702, -0.9994288086891174, -0.10004032394600651, -0.8559461832046509, -0.8104886511961619, 0.936766394433823, -0.9952075422998282, -0.9941552877426147, -0.9952868223190308, -0.9947172782637856, -0.9736338257789612, -0.9963066577911377, -0.9900518308223133, -0.8571242524390055, -0.600933313369751, -0.9993613362312317, 0.6732265502595536, -0.9685366014812303, -0.9959940131012476, -0.9873802661895752, -0.27444406927842174, -0.7974745513656032, -0.9990284839088883, -0.9988409643613594, -0.995568471295493, -0.9951528809023009, -0.992644996807058, -0.9987448041821704, -0.9878513288238774, 0.9965196847915649, -0.9912458062171936, -0.9992512083802548, -0.9930416345596313, -0.07575423863469338, -0.10436211710510379, -0.9972777962684631, -0.9977836012840271, -0.9892098673140806, -0.9981682300567627, -0.9972471594810486, -0.9895966649055481, -0.9932282567024231, -0.9955138007390131, -0.9676855802536011, -0.9454908534059308, -0.981463845398115, -0.9981227114133024, 0.1228043094113232, -0.9840115145172762, -0.9799784822801573, -0.7018066644668579, -0.3465541251774492, -0.9971532821655273, -0.9585903784775898, -0.9746288544677453, -0.8543919957145143, -0.19085564713485792, -0.9688401818275452, -0.9304729076479211, -0.0944041053550646, -0.9906604290008545, -0.8608142378688343, -0.9933781027793884, -0.9969560656892625, -0.9339486790468564, -0.9972395896911621, -0.9989202760635538, -0.9937642110196178, -0.6681293845176697, -0.9835573434829712, -0.29134212109399915, -0.9411415814358799, -0.2485191776725276, -0.8507076501846313, -0.7228879220358773, -0.9636872846762078, 0.9867264032363892, 0.9920822381973267, -0.9645001526417776, -0.5303258957890417, 0.9595049023628235, 0.9331955909729004, -0.9858886992420085, -0.8888822197914124, -0.9972305666592162, -0.9920277584309115, -0.9991661310195923, -0.9669901494229778, -0.976367147345292, -0.9788237810134888, -0.9919857978820801, 0.17116077448449007, 0.4480767642717226, -0.9986366629600525, -0.9942190647125244, -0.9768036768410375, -0.9944462905470074, -0.999014139175415, -0.9877812093018778, -0.9987922310829163, -0.9957552621418007, 0.9958265865404989, -0.9925792813301086, -0.7450248599052429, -0.9988313317298889, -0.9947699688055335, 0.8708908557891846, -0.8221040368080139, -0.9990212917327881, -0.6898581816049034, -0.9960873264715491, -0.994022883265932, -0.01054249243903733, -0.9904906924754854, -0.2351345782331879, -0.8980245590209961, 0.9901905059814453, -0.9980992674827576, -0.9802888420228912, 0.9869815707206726, 0.7734904885292053, -0.9562740325927734, -0.9663768544612144, -0.9988711476325989, -0.9993390440940857, 0.17936996859173443, 0.2486748252596174, -0.8299843072891235, 0.7874122262001038, -0.9835911724095057, -0.998271107673645, -0.9985816478729248, -0.9979142546653748, -0.7690746271697948, -0.9929274847129107, -0.7703427910804749, -0.998982955558666, 0.29413113871233676, -0.24579441757655582, -0.9587648564510132, -0.8733711242675781, -0.940639317035675, -0.9956230521202087, -0.9974474906921387, -0.9935070442095879, 0.31862851898921163, -0.9956455230712891, -0.9389161425354207, -0.9967072606086731, -0.9857208692232767, 0.5047445297241211, -0.9919768000917795, -0.999594509601593, -0.9991581439971924, -0.6440201681193118, -0.9199235210093585, -0.9923405261974111, -0.9983219504356384, -0.9891693592071533, -0.9889277958869934, -0.9956010580062866, 0.9777778150973382, -0.9331447165459394, -0.9995299577713013, -0.8986009359359741, -0.9983658567148329, -0.9247034463785626, -0.7728734370845053, -0.9980339407920837, -0.9936573079342816, -0.9989656085522464, -0.9954286813735962, -0.9936297535896301, -0.8463649312655132, -0.8981917500495911, -0.6842400378818754, -0.9981859843265961, -0.5605703997023311, 0.9762321710586548, -0.9968836903572083, 0.970775842666626, -0.9989951252937317, -0.9825420351987032, 0.9822424650192261, -0.9969025254249573, -0.9790854929953583, -0.9064613377458215, 0.9288270533616304, -0.9994454979896545, -0.9936177979738865, 0.8160506350429435, -0.6071949330243197, -0.9948585033416748, -0.9990598559379578, -0.9857618808746338, 0.7973540497197251, -0.9967836425281488, 0.9669681191444397, -0.9937606885222627, -0.9750222455590002, -0.9987267851829529, -0.9970355033874512, -0.9512118697166443, -0.6756498112398035, -0.9948971007691055, 0.9800134301185608, -0.8866816427446131, -0.9416557170718288, -0.9908642413783876, -0.857048511505127, -0.9953610301017761, -0.9945913979813076, -0.9923317432403564, -0.9975070357322693, -0.997861921787262, -0.9965172478378493, -0.635265052318573, -0.9993299245834351, -0.9889412172379032, -0.9918799403066259, -0.9994692206382751, -0.9975978637121589, -0.9951210618019104, 0.3320759488705948, -0.9984612403397864, -0.9923887848854065, -0.9891132323568401, -0.9602480530738831, -0.9461904764175415, -0.9467064344853384, -0.984645426273346, -0.9951238605645624, -0.9841308707776277, -0.9364204951534564, -0.9987447099778258, -0.9868003129959106, -0.9868724814836415, -0.9979211688041687, -0.185697330047037, -0.9981861710548401, 0.9883935650189718, -0.9978172779083252, -0.6546890139579773, 0, -0.9946189828035308, -0.967183640919441, -0.7702311654376168, -0.9813700721571642, 0.9586624503135681, -0.6248810742582593, -0.05317644851257498, -0.9704015254974365, -0.9961964314537389, -0.6251605947374772, -0.9434690475463867, -0.9896878019999001, -0.9945863373726013, -0.9943955717111413, -0.9990859031677246, 0.9869916439056396, -0.8698275089263916, -0.9904710054397583, -0.9044395685195923, -0.3025869743824005, -0.9947447606495449, -0.9451541390556556, -0.9982505440711975, -0.9246881143800143, -0.9984466948292472, -0.8380963085727258, -0.9747417845377108, -0.998369557112183, -0.5927011090517044, -0.9814938899435915, -0.9845174729526539, -0.9960740556964627, -0.9784482437515417, -0.9969273514805301, -0.99533258146872, -0.9449804953535129, 0.9891200065612793, -0.8085092902183533, -0.9993175766168735, -0.9782028794288635, -0.9988227486610413, -0.9948132550125023, -0.9852530435375545, -0.9973437807290101, -0.5081388354301453, -0.9349513003058525, -0.9807139039039612, -0.9901487827301025, -0.9888823628425598, -0.9158648183976097, 0.2798840062663708, -0.9902423024177551, -0.9901859760284424, -0.9524190457623462, -0.9922572379299127, -0.9955215979339485, -0.9793197512626648, -0.995849609375, -0.9972493767738342, 0.9942066567183951, -0.9976271285286432, -0.9982143640518188, -0.2150328115643007, -0.98618832320878, -0.9234444275031757, -0.9899773597717285, -0.9991920590400696, -0.9966263481987393, -0.3949386926758109, -0.8304107064817062, -0.9867792129516602, -0.9093352633757352, -0.9939358830451965, -0.994054293934303, -0.8966999713242528, 0.9755093455314636, -0.9813107478861287, 0.8539432287216187, -0.9931768197214829, -0.9173319339752197, -0.34527260605870386, -0.954915117433431, 0.9965655207633972, -0.8809708267450332, -0.9815978183512698, -0.992557168006897, -0.9987438917160034, -0.9622634649276733, -0.9948624968528748, -0.9610748405265241, -0.9391034461687066, 0.8085919618606567, -0.5902252590324119, -0.3697919442592116, -0.9081235418673687, -0.731454092663588, -0.994674938230897, -0.9978988170623779, -0.9368456602096558, -0.9932040343575153, -0.9784477360546588, -0.9976482966773637, -0.8313874151878491, -0.30873426502605655, -0.9919963474394518, -0.9984979395355497, -0.9900833891519013, -0.9808209738744202, -0.9717488779741175, -0.9706196461651883, -0.4507530179238857, -0.984319269657135, -0.307220938824868, -0.9961339235305786, -0.9165687032855383, -0.9149558973550457, -0.9980481863021851, -0.9955811786315416, -0.3862341288248096, -0.35230349126151494, 0.832451581954956, -0.9957402980342831, -0.9953350174811578, -0.9996812343597412, -0.9703124607489868, -0.9507500397886751, -0.9656475186347961, -0.9959337115287781, -0.9687182307243347, -0.6082872152328491, -0.9986816048622131, -0.9626849889755249, -0.9084975487517513, -0.9909834861755371, -0.9928368007720902, -0.034282372161815115, 0.9900834560394287, 0.010954787879960853, -0.8026542663574219, 0.9959249496459961, -0.8375594803321029, -0.995278824955131, -0.9675082256937437, 0.3891099952612316, -0.9795158798495929, 0.972781157654685, 0.992691695690155, 0.8764049410820007, -0.9981824159622192, 0.7455154657363892, -0.9970627525374026, -0.10076194387493712, -0.9767643809318542, -0.9975570440292358, -0.9967388558728181, -0.8853455095322101, -0.9901455684510028, -0.6966379029960287, -0.9474772829028446, -0.757648010194088, -0.5875515937805176, -0.6040156004811934, -0.9959084762305748, -0.6508255924316163, -0.9932659644147624, -0.9861305153722915, -0.9832055611847752, -0.9226429462432861]"
